mass_code,mass_value,special_case_code,spin_code,spin_value,spin_axis,has_explicit_spin,resolution_code,resolution_value,periapsis_code,periapsis_value,velocity_code,velocity_value,timestep,rows,unique_simulation_ids,unique_fof_linking_lengths,min_fof_linking_length,max_fof_linking_length,min_largest_fragment_particle_count,max_largest_fragment_particle_count,scenario_label
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v04,4,90000,1,1,1,0.004,0.004,117156,117156,A2000_n65_r12_v04_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v04,4,90000,1,1,1,0.004,0.004,104111,104111,A2000_n65_r12_v04_t90000
A2000,2000,,,,,False,n65,65,r12,12,v04,4,90000,1,1,1,0.004,0.004,255232,255232,A2000_n65_r12_v04_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v06,6,90000,1,1,1,0.004,0.004,91623,91623,A2000_n65_r12_v06_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v06,6,90000,1,1,1,0.004,0.004,115639,115639,A2000_n65_r12_v06_t90000
A2000,2000,,,,,False,n65,65,r12,12,v06,6,90000,1,1,1,0.004,0.004,267899,267899,A2000_n65_r12_v06_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v08,8,90000,1,1,1,0.004,0.004,97945,97945,A2000_n65_r12_v08_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v08,8,90000,1,1,1,0.004,0.004,137583,137583,A2000_n65_r12_v08_t90000
A2000,2000,,,,,False,n65,65,r12,12,v08,8,90000,1,1,1,0.004,0.004,278860,278860,A2000_n65_r12_v08_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v10,10,90000,1,1,1,0.004,0.004,114081,114081,A2000_n65_r12_v10_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v10,10,90000,1,1,1,0.004,0.004,148991,148991,A2000_n65_r12_v10_t90000
A2000,2000,,,,,False,n65,65,r12,12,v10,10,90000,1,1,1,0.004,0.004,345039,345039,A2000_n65_r12_v10_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v12,12,90000,1,1,1,0.004,0.004,101422,101422,A2000_n65_r12_v12_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v12,12,90000,1,1,1,0.004,0.004,117262,117262,A2000_n65_r12_v12_t90000
A2000,2000,,,,,False,n65,65,r12,12,v12,12,90000,1,1,1,0.004,0.004,353250,353250,A2000_n65_r12_v12_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v14,14,90000,1,1,1,0.004,0.004,119361,119361,A2000_n65_r12_v14_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v14,14,90000,1,1,1,0.004,0.004,140821,140821,A2000_n65_r12_v14_t90000
A2000,2000,,,,,False,n65,65,r12,12,v14,14,90000,1,1,1,0.004,0.004,756809,756809,A2000_n65_r12_v14_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r12,12,v16,16,90000,1,1,1,0.004,0.004,114343,114343,A2000_n65_r12_v16_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r12,12,v16,16,90000,1,1,1,0.004,0.004,166789,166789,A2000_n65_r12_v16_t90000
A2000,2000,,,,,False,n65,65,r12,12,v16,16,90000,1,1,1,0.004,0.004,701086,701086,A2000_n65_r12_v16_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r13,13,v00,0,90000,1,1,1,0.004,0.004,89650,89650,A2000_n65_r13_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r13,13,v00,0,90000,1,1,1,0.004,0.004,109379,109379,A2000_n65_r13_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r14,14,v00,0,90000,1,1,1,0.004,0.004,93045,93045,A2000_n65_r14_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r14,14,v00,0,90000,1,1,1,0.004,0.004,92021,92021,A2000_n65_r14_v00_t90000
A2000,2000,,,,,False,n50,50,r14,14,v00,0,90000,1,1,1,0.0126,0.0126,15068,15068,A2000_n50_r14_v00_t90000
A2000,2000,,,,,False,n55,55,r14,14,v00,0,90000,1,1,1,0.0086,0.0086,40033,40033,A2000_n55_r14_v00_t90000
A2000,2000,,,,,False,n60,60,r14,14,v00,0,90000,1,1,1,0.0059,0.0059,105973,105973,A2000_n60_r14_v00_t90000
A2000,2000,,,,,False,n65,65,r14,14,v02,2,90000,1,1,1,0.004,0.004,355594,355594,A2000_n65_r14_v02_t90000
A2000,2000,,,,,False,n65,65,r14,14,v04,4,90000,1,1,1,0.004,0.004,262338,262338,A2000_n65_r14_v04_t90000
A2000,2000,,,,,False,n65,65,r14,14,v06,6,90000,1,1,1,0.004,0.004,444062,444062,A2000_n65_r14_v06_t90000
A2000,2000,,,,,False,n65,65,r14,14,v08,8,90000,1,1,1,0.004,0.004,520557,520557,A2000_n65_r14_v08_t90000
A2000,2000,,,,,False,n65,65,r14,14,v10,10,90000,1,1,1,0.004,0.004,723756,723756,A2000_n65_r14_v10_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r15,15,v00,0,90000,1,1,1,0.004,0.004,100288,100288,A2000_n65_r15_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r15,15,v00,0,90000,1,1,1,0.004,0.004,142221,142221,A2000_n65_r15_v00_t90000
A2000,2000,,s030x,30.0,x,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,733259,733259,A2000_n65_r16_v00_t90000
A2000,2000,,s030y,30.0,y,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,175960,175960,A2000_n65_r16_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,66000,1,1,1,0.004,0.004,72968,72968,A2000_n65_r16_v00_t66000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,72000,1,1,1,0.004,0.004,73988,73988,A2000_n65_r16_v00_t72000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,78000,1,1,1,0.004,0.004,74736,74736,A2000_n65_r16_v00_t78000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,84000,1,1,1,0.004,0.004,101667,101667,A2000_n65_r16_v00_t84000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,101631,101631,A2000_n65_r16_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,96000,1,1,1,0.004,0.004,101685,101685,A2000_n65_r16_v00_t96000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,102000,1,1,1,0.004,0.004,101798,101798,A2000_n65_r16_v00_t102000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v00,0,108000,1,1,1,0.004,0.004,109304,109304,A2000_n65_r16_v00_t108000
A2000,2000,,s036x,36.0,x,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,804681,804681,A2000_n65_r16_v00_t90000
A2000,2000,,s036y,36.0,y,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,304257,304257,A2000_n65_r16_v00_t90000
A2000,2000,,s036z,36.0,z,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,114985,114985,A2000_n65_r16_v00_t90000
A2000,2000,,s047mz,47.0,mz,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,3162278,3162278,A2000_n65_r16_v00_t90000
A2000,2000,,s047x,47.0,x,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,580980,580980,A2000_n65_r16_v00_t90000
A2000,2000,,s047y,47.0,y,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,541917,541917,A2000_n65_r16_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,66000,1,1,1,0.004,0.004,221323,221323,A2000_n65_r16_v00_t66000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,72000,1,1,1,0.004,0.004,94953,94953,A2000_n65_r16_v00_t72000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,78000,1,1,1,0.004,0.004,95678,95678,A2000_n65_r16_v00_t78000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,84000,1,1,1,0.004,0.004,96294,96294,A2000_n65_r16_v00_t84000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,97171,97171,A2000_n65_r16_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,96000,1,1,1,0.004,0.004,136802,136802,A2000_n65_r16_v00_t96000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,102000,1,1,1,0.004,0.004,137608,137608,A2000_n65_r16_v00_t102000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v00,0,108000,1,1,1,0.004,0.004,152187,152187,A2000_n65_r16_v00_t108000
A2000,2000,,s086mz,86.0,mz,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,2265213,2265213,A2000_n65_r16_v00_t90000
A2000,2000,,s086x,86.0,x,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,944855,944855,A2000_n65_r16_v00_t90000
A2000,2000,,s086y,86.0,y,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,623540,623540,A2000_n65_r16_v00_t90000
A2000,2000,,s086z,86.0,z,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,187162,187162,A2000_n65_r16_v00_t90000
A2000,2000,,s170mz,170.0,mz,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,1892049,1892049,A2000_n65_r16_v00_t90000
A2000,2000,,s170x,170.0,x,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,759994,759994,A2000_n65_r16_v00_t90000
A2000,2000,,s170y,170.0,y,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,685234,685234,A2000_n65_r16_v00_t90000
A2000,2000,,s170z,170.0,z,True,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,396758,396758,A2000_n65_r16_v00_t90000
A2000,2000,,,,,False,n50,50,r16,16,v00,0,90000,1,1,1,0.0126,0.0126,36883,36883,A2000_n50_r16_v00_t90000
A2000,2000,,,,,False,n55,55,r16,16,v00,0,90000,1,1,1,0.0086,0.0086,103736,103736,A2000_n55_r16_v00_t90000
A2000,2000,,,,,False,n60,60,r16,16,v00,0,90000,1,1,1,0.0059,0.0059,276815,276815,A2000_n60_r16_v00_t90000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,66000,1,1,1,0.004,0.004,2360703,2360703,A2000_n65_r16_v00_t66000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,72000,1,1,1,0.004,0.004,2041944,2041944,A2000_n65_r16_v00_t72000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,78000,1,1,1,0.004,0.004,770641,770641,A2000_n65_r16_v00_t78000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,84000,1,1,1,0.004,0.004,771014,771014,A2000_n65_r16_v00_t84000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,96000,1,1,1,0.004,0.004,774886,774886,A2000_n65_r16_v00_t96000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,102000,1,1,1,0.004,0.004,777261,777261,A2000_n65_r16_v00_t102000
A2000,2000,,,,,False,n65,65,r16,16,v00,0,108000,1,1,1,0.004,0.004,777434,777434,A2000_n65_r16_v00_t108000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v02,2,90000,1,1,1,0.004,0.004,92826,92826,A2000_n65_r16_v02_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v02,2,90000,1,1,1,0.004,0.004,134887,134887,A2000_n65_r16_v02_t90000
A2000,2000,,,,,False,n65,65,r16,16,v02,2,90000,1,1,1,0.004,0.004,823009,823009,A2000_n65_r16_v02_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v04,4,90000,1,1,1,0.004,0.004,131286,131286,A2000_n65_r16_v04_t90000
A2000,2000,,,,,False,n65,65,r16,16,v04,4,90000,1,1,1,0.004,0.004,924840,924840,A2000_n65_r16_v04_t90000
A2000,2000,,s030x,30.0,x,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,748842,748842,A2000_n65_r16_v06_t90000
A2000,2000,,s030y,30.0,y,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,375918,375918,A2000_n65_r16_v06_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,109924,109924,A2000_n65_r16_v06_t90000
A2000,2000,,s036x,36.0,x,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,1010775,1010775,A2000_n65_r16_v06_t90000
A2000,2000,,s036y,36.0,y,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,528023,528023,A2000_n65_r16_v06_t90000
A2000,2000,,s036z,36.0,z,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,105301,105301,A2000_n65_r16_v06_t90000
A2000,2000,,s047mz,47.0,mz,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,3162278,3162278,A2000_n65_r16_v06_t90000
A2000,2000,,s047x,47.0,x,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,1068478,1068478,A2000_n65_r16_v06_t90000
A2000,2000,,s047y,47.0,y,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,820363,820363,A2000_n65_r16_v06_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,131216,131216,A2000_n65_r16_v06_t90000
A2000,2000,,s086mz,86.0,mz,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,2104750,2104750,A2000_n65_r16_v06_t90000
A2000,2000,,s086x,86.0,x,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,981280,981280,A2000_n65_r16_v06_t90000
A2000,2000,,s086y,86.0,y,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,1163116,1163116,A2000_n65_r16_v06_t90000
A2000,2000,,s086z,86.0,z,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,232507,232507,A2000_n65_r16_v06_t90000
A2000,2000,,s170mz,170.0,mz,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,2171220,2171220,A2000_n65_r16_v06_t90000
A2000,2000,,s170x,170.0,x,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,1097119,1097119,A2000_n65_r16_v06_t90000
A2000,2000,,s170y,170.0,y,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,971610,971610,A2000_n65_r16_v06_t90000
A2000,2000,,s170z,170.0,z,True,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,535750,535750,A2000_n65_r16_v06_t90000
A2000,2000,,,,,False,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,1035800,1035800,A2000_n65_r16_v06_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v08,8,90000,1,1,1,0.004,0.004,101971,101971,A2000_n65_r16_v08_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v08,8,90000,1,1,1,0.004,0.004,138336,138336,A2000_n65_r16_v08_t90000
A2000,2000,,,,,False,n65,65,r16,16,v08,8,90000,1,1,1,0.004,0.004,1251650,1251650,A2000_n65_r16_v08_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r16,16,v10,10,90000,1,1,1,0.004,0.004,120578,120578,A2000_n65_r16_v10_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r16,16,v10,10,90000,1,1,1,0.004,0.004,187213,187213,A2000_n65_r16_v10_t90000
A2000,2000,,,,,False,n65,65,r16,16,v10,10,90000,1,1,1,0.004,0.004,1828576,1828576,A2000_n65_r16_v10_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r17,17,v00,0,90000,1,1,1,0.004,0.004,84756,84756,A2000_n65_r17_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r17,17,v00,0,90000,1,1,1,0.004,0.004,130693,130693,A2000_n65_r17_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r18,18,v00,0,90000,1,1,1,0.004,0.004,106322,106322,A2000_n65_r18_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r18,18,v00,0,90000,1,1,1,0.004,0.004,184775,184775,A2000_n65_r18_v00_t90000
A2000,2000,,,,,False,n65,65,r18,18,v02,2,90000,1,1,1,0.004,0.004,2327034,2327034,A2000_n65_r18_v02_t90000
A2000,2000,,,,,False,n65,65,r18,18,v04,4,90000,1,1,1,0.004,0.004,2413599,2413599,A2000_n65_r18_v04_t90000
A2000,2000,,,,,False,n65,65,r18,18,v06,6,90000,1,1,1,0.004,0.004,2624570,2624570,A2000_n65_r18_v06_t90000
A2000,2000,,,,,False,n65,65,r18,18,v08,8,90000,1,1,1,0.004,0.004,2665776,2665776,A2000_n65_r18_v08_t90000
A2000,2000,,,,,False,n65,65,r18,18,v10,10,90000,1,1,1,0.004,0.004,2604691,2604691,A2000_n65_r18_v10_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r19,19,v00,0,90000,1,1,1,0.004,0.004,132741,132741,A2000_n65_r19_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r19,19,v00,0,90000,1,1,1,0.004,0.004,315831,315831,A2000_n65_r19_v00_t90000
A2000,2000,,s030x,30.0,x,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2196131,2196131,A2000_n65_r20_v00_t90000
A2000,2000,,s030y,30.0,y,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2446316,2446316,A2000_n65_r20_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,101992,101992,A2000_n65_r20_v00_t90000
A2000,2000,,s036x,36.0,x,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2427888,2427888,A2000_n65_r20_v00_t90000
A2000,2000,,s036y,36.0,y,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,3033591,3033591,A2000_n65_r20_v00_t90000
A2000,2000,,s036z,36.0,z,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,192706,192706,A2000_n65_r20_v00_t90000
A2000,2000,,s047x,47.0,x,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2550689,2550689,A2000_n65_r20_v00_t90000
A2000,2000,,s047y,47.0,y,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2873196,2873196,A2000_n65_r20_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,907115,907115,A2000_n65_r20_v00_t90000
A2000,2000,,s086x,86.0,x,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2690795,2690795,A2000_n65_r20_v00_t90000
A2000,2000,,s086y,86.0,y,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2850506,2850506,A2000_n65_r20_v00_t90000
A2000,2000,,s086z,86.0,z,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2261519,2261519,A2000_n65_r20_v00_t90000
A2000,2000,,s170x,170.0,x,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2717478,2717478,A2000_n65_r20_v00_t90000
A2000,2000,,s170y,170.0,y,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2808623,2808623,A2000_n65_r20_v00_t90000
A2000,2000,,s170z,170.0,z,True,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,2692248,2692248,A2000_n65_r20_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r20,20,v02,2,90000,1,1,1,0.004,0.004,119533,119533,A2000_n65_r20_v02_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r20,20,v02,2,90000,1,1,1,0.004,0.004,933177,933177,A2000_n65_r20_v02_t90000
A2000,2000,,,,,False,n65,65,r20,20,v02,2,90000,1,1,1,0.004,0.004,2837147,2837147,A2000_n65_r20_v02_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r20,20,v04,4,90000,1,1,1,0.004,0.004,134405,134405,A2000_n65_r20_v04_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r20,20,v04,4,90000,1,1,1,0.004,0.004,932252,932252,A2000_n65_r20_v04_t90000
A2000,2000,,,,,False,n65,65,r20,20,v04,4,90000,1,1,1,0.004,0.004,2886994,2886994,A2000_n65_r20_v04_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r20,20,v06,6,90000,1,1,1,0.004,0.004,148516,148516,A2000_n65_r20_v06_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r20,20,v06,6,90000,1,1,1,0.004,0.004,1073751,1073751,A2000_n65_r20_v06_t90000
A2000,2000,,,,,False,n65,65,r20,20,v06,6,90000,1,1,1,0.004,0.004,2910086,2910086,A2000_n65_r20_v06_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r20,20,v08,8,90000,1,1,1,0.004,0.004,122397,122397,A2000_n65_r20_v08_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r20,20,v08,8,90000,1,1,1,0.004,0.004,1221602,1221602,A2000_n65_r20_v08_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r20,20,v10,10,90000,1,1,1,0.004,0.004,159160,159160,A2000_n65_r20_v10_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r20,20,v10,10,90000,1,1,1,0.004,0.004,1601487,1601487,A2000_n65_r20_v10_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r22,22,v00,0,90000,1,1,1,0.004,0.004,198416,198416,A2000_n65_r22_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r22,22,v00,0,90000,1,1,1,0.004,0.004,2570021,2570021,A2000_n65_r22_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r24,24,v00,0,90000,1,1,1,0.004,0.004,543256,543256,A2000_n65_r24_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r24,24,v00,0,90000,1,1,1,0.004,0.004,2978617,2978617,A2000_n65_r24_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r26,26,v00,0,90000,1,1,1,0.004,0.004,1374930,1374930,A2000_n65_r26_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r26,26,v00,0,90000,1,1,1,0.004,0.004,3162278,3162278,A2000_n65_r26_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r28,28,v00,0,90000,1,1,1,0.004,0.004,2534608,2534608,A2000_n65_r28_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r28,28,v00,0,90000,1,1,1,0.004,0.004,3162278,3162278,A2000_n65_r28_v00_t90000
A2000,2000,,s030z,30.0,z,True,n65,65,r30,30,v00,0,90000,1,1,1,0.004,0.004,3010958,3010958,A2000_n65_r30_v00_t90000
A2000,2000,,s047z,47.0,z,True,n65,65,r30,30,v00,0,90000,1,1,1,0.004,0.004,3162278,3162278,A2000_n65_r30_v00_t90000
A2000c30,2000,c30,,,,False,n65,65,r12,12,v00,0,90000,1,1,1,0.004,0.004,945886,945886,A2000c30_n65_r12_v00_t90000
A2000c30,2000,c30,,,,False,n65,65,r12,12,v02,2,90000,1,1,1,0.004,0.004,919132,919132,A2000c30_n65_r12_v02_t90000
A2000c30,2000,c30,,,,False,n65,65,r12,12,v04,4,90000,1,1,1,0.004,0.004,1075346,1075346,A2000c30_n65_r12_v04_t90000
A2000c30,2000,c30,,,,False,n65,65,r12,12,v06,6,90000,1,1,1,0.004,0.004,1199461,1199461,A2000c30_n65_r12_v06_t90000
A2000c30,2000,c30,,,,False,n65,65,r12,12,v08,8,90000,1,1,1,0.004,0.004,1316817,1316817,A2000c30_n65_r12_v08_t90000
A2000c30,2000,c30,,,,False,n65,65,r12,12,v10,10,90000,1,1,1,0.004,0.004,1396577,1396577,A2000c30_n65_r12_v10_t90000
A2000c30,2000,c30,,,,False,n65,65,r14,14,v00,0,90000,1,1,1,0.004,0.004,1971134,1971134,A2000c30_n65_r14_v00_t90000
A2000c30,2000,c30,,,,False,n65,65,r16,16,v00,0,90000,1,1,1,0.004,0.004,2379832,2379832,A2000c30_n65_r16_v00_t90000
A2000c30,2000,c30,,,,False,n65,65,r16,16,v02,2,90000,1,1,1,0.004,0.004,885248,885248,A2000c30_n65_r16_v02_t90000
A2000c30,2000,c30,,,,False,n65,65,r16,16,v04,4,90000,1,1,1,0.004,0.004,1078146,1078146,A2000c30_n65_r16_v04_t90000
A2000c30,2000,c30,,,,False,n65,65,r16,16,v06,6,90000,1,1,1,0.004,0.004,1162817,1162817,A2000c30_n65_r16_v06_t90000
A2000c30,2000,c30,,,,False,n65,65,r16,16,v08,8,90000,1,1,1,0.004,0.004,1312020,1312020,A2000c30_n65_r16_v08_t90000
A2000c30,2000,c30,,,,False,n65,65,r16,16,v10,10,90000,1,1,1,0.004,0.004,1405415,1405415,A2000c30_n65_r16_v10_t90000
A2000c30,2000,c30,,,,False,n65,65,r18,18,v00,0,90000,1,1,1,0.004,0.004,2948418,2948418,A2000c30_n65_r18_v00_t90000
A2000c30,2000,c30,,,,False,n65,65,r20,20,v00,0,90000,1,1,1,0.004,0.004,3124345,3124345,A2000c30_n65_r20_v00_t90000
A2000c30,2000,c30,,,,False,n65,65,r22,22,v00,0,90000,1,1,1,0.004,0.004,3195625,3195625,A2000c30_n65_r22_v00_t90000
