fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,n_fragments,total_fragment_mass_kg,bound_fragment_count,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg
Ma_xp_A2000_s036z_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s036z,90000,0.004,348,1.0007301585669492e+20,94,1.3087779920305328e+19,0.1307823073809137,1.2340119449065075e+18,254,8.69852359363896e+19,0.8692176926190863,3.3352846973973325e+18
Ma_xp_A2000_s036z_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s036z,90000,0.004,296,1.000754864144901e+20,116,2.04354721939042e+19,0.2042005782441573,2.3042385775154895e+18,180,7.964001422058593e+19,0.7957994217558427,6.103734749875597e+18
Ma_xp_A2000_s047mz_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047mz,90000,0.004,318,9.983410726807233e+19,0,0.0,0.0,0.0,318,9.983410726807233e+19,1.0,9.606643198306773e+19
Ma_xp_A2000_s047mz_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047mz_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047mz,90000,0.004,1,1.0007002011234022e+20,0,0.0,0.0,0.0,1,1.0007002011234022e+20,1.0,1.0007002011234022e+20
Ma_xp_A2000_s047mz_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047mz_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047mz,90000,0.004,1,1.0007002011234022e+20,0,0.0,0.0,0.0,1,1.0007002011234022e+20,1.0,1.0007002011234022e+20
Ma_xp_A2000_s047x_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047x,90000,0.004,2124,9.543141346539608e+19,752,1.9256215889350988e+19,0.2017806840546628,2.1109373786239148e+18,1372,7.61751975760451e+19,0.7982193159453371,5.725862656478333e+18
Ma_xp_A2000_s047x_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047x,90000,0.004,469,9.88145080917746e+19,137,1.085619964806501e+19,0.1098644304132167,3.3657532131684326e+18,332,8.79583084437096e+19,0.8901355695867834,1.8385063010243832e+19
Ma_xp_A2000_s047x_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047x,90000,0.004,283,9.926899236916807e+19,0,0.0,0.0,0.0,283,9.926899236916807e+19,1.0,3.3811896030168826e+19
Ma_xp_A2000_s047x_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s047x,90000,0.004,2,9.999435712323944e+19,0,0.0,0.0,0.0,2,9.999435712323944e+19,1.0,8.071633788721742e+19
Ma_xp_A2000_s047y_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047y,90000,0.004,1739,9.625288382704452e+19,466,2.039318605854486e+19,0.2118709097089402,3.0060771035310556e+18,1273,7.585969776849964e+19,0.7881290902910596,5.18299413098745e+18
Ma_xp_A2000_s047y_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047y,90000,0.004,1635,9.647879687856962e+19,578,1.6811867680956938e+19,0.1742545328598648,1.87749283694052e+18,1057,7.96669291976127e+19,0.8257454671401353,1.714891767586608e+19
Ma_xp_A2000_s047y_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047y,90000,0.004,1462,9.702321600533873e+19,147,4.021404217524558e+18,0.0414478552978833,2.0052750057513577e+18,1315,9.300181178781413e+19,0.9585521447021164,2.5960317819099898e+19
Ma_xp_A2000_s047y_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s047y,90000,0.004,117,9.965983871941308e+19,0,0.0,0.0,0.0,117,9.965983871941308e+19,1.0,9.0922044650056e+19
Ma_xp_A2000_s047z_n65_r11_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,s047z,90000,0.004,369,9.995590854962428e+19,148,2.6768782120192975e+19,0.2678059007077435,1.9471116510524175e+18,221,7.318712642943128e+19,0.7321940992922563,3.4785989818616305e+18
Ma_xp_A2000_s047z_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047z,90000,0.004,348,9.99846421329071e+19,136,2.5771081224135254e+19,0.2577503972047866,2.0026484777644088e+18,212,7.421356090877184e+19,0.7422496027952132,3.7851432783649976e+18
Ma_xp_A2000_s047z_n65_r12_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v02_90000.hdf5,A2000,n65,r12,v02,s047z,90000,0.004,343,9.997499043368205e+19,125,2.5123784477470368e+19,0.2513006939884242,2.0797987817665933e+18,218,7.485120595621165e+19,0.7486993060115756,3.411480116074117e+18
Ma_xp_A2000_s047z_n65_r12_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v04_90000.hdf5,A2000,n65,r12,v04,s047z,90000,0.004,342,9.94292105759508e+19,124,2.1810909918108295e+19,0.2193611896520856,2.127329444855716e+18,218,7.761830065784249e+19,0.7806388103479144,3.2945837981961943e+18
Ma_xp_A2000_s047z_n65_r12_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,s047z,90000,0.004,319,9.999065466684196e+19,89,1.5425155838592311e+19,0.1542659750552415,1.6451558672998144e+18,230,8.456549882824965e+19,0.8457340249447584,3.659386384145489e+18
Ma_xp_A2000_s047z_n65_r12_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,s047z,90000,0.004,305,9.998571806003364e+19,52,7.275419234046766e+18,0.0727645845347476,1.0564022143213082e+18,253,9.271029882598688e+19,0.9272354154652525,4.35380241000178e+18
Ma_xp_A2000_s047z_n65_r12_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,s047z,90000,0.004,260,9.999866083046833e+19,14,1.2686130177014318e+18,0.0126863000680795,2.4999483249373434e+17,246,9.87300478127669e+19,0.9873136999319204,4.714807606088727e+18
Ma_xp_A2000_s047z_n65_r12_v12_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,s047z,90000,0.004,228,1.0000888213816448e+20,0,0.0,0.0,0.0,228,1.0000888213816448e+20,1.0,3.7107460820111816e+18
Ma_xp_A2000_s047z_n65_r12_v14_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,s047z,90000,0.004,178,1.000079644356418e+20,0,0.0,0.0,0.0,178,1.000079644356418e+20,1.0,4.45626864640912e+18
Ma_xp_A2000_s047z_n65_r12_v16_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,s047z,90000,0.004,136,9.998027513458196e+19,0,0.0,0.0,0.0,136,9.998027513458196e+19,1.0,5.278023812249422e+18
Ma_xp_A2000_s047z_n65_r13_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,s047z,90000,0.004,371,9.99725221302628e+19,141,2.5777188692826227e+19,0.2578427366195575,2.2580545908085563e+18,230,7.419533343743656e+19,0.7421572633804425,3.461289213080032e+18
Ma_xp_A2000_s047z_n65_r14_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r14_v00_90000.hdf5,A2000,n65,r14,v00,s047z,90000,0.004,345,9.997815492522e+19,139,2.476439317207697e+19,0.2476980415431734,1.9010999439075543e+18,206,7.521376175314305e+19,0.7523019584568268,2.9119967697327165e+18
Ma_xp_A2000_s047z_n65_r15_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r15_v00_90000.hdf5,A2000,n65,r15,v00,s047z,90000,0.004,358,9.996840829124696e+19,142,2.4887207089148215e+19,0.2489507186774653,2.333021395641088e+18,216,7.508120120209877e+19,0.7510492813225348,4.5005715281170493e+18
Ma_xp_A2000_s047z_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047z,90000,0.004,356,9.997106646412527e+19,140,2.3630460914755875e+19,0.2363730002143739,2.270902426503752e+18,216,7.634060554936941e+19,0.7636269997856261,3.074968084586886e+18
Ma_xp_A2000_s047z_n65_r16_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r16_v02_90000.hdf5,A2000,n65,r16,v02,s047z,90000,0.004,339,9.99027767364928e+19,131,2.243393501458702e+19,0.2245576724434755,2.1832143656382664e+18,208,7.746884172190579e+19,0.7754423275565244,4.2684877177985096e+18
Ma_xp_A2000_s047z_n65_r16_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r16_v04_90000.hdf5,A2000,n65,r16,v04,s047z,90000,0.004,349,9.998442061848994e+19,117,1.845939691692057e+19,0.184622732249017,1.9441686739104143e+18,232,8.152502370156934e+19,0.8153772677509826,4.1545343770626135e+18
Ma_xp_A2000_s047z_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047z,90000,0.004,319,9.998600286429628e+19,72,1.204345358801084e+19,0.1204513956254111,1.3686742405290647e+18,247,8.794254927628544e+19,0.8795486043745888,4.152319232977217e+18
Ma_xp_A2000_s047z_n65_r16_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r16_v08_90000.hdf5,A2000,n65,r16,v08,s047z,90000,0.004,285,9.999350270926794e+19,34,4.694238411006715e+18,0.0469454342914184,5.888169428115082e+17,251,9.529926429826123e+19,0.9530545657085816,4.3776310313775447e+18
Ma_xp_A2000_s047z_n65_r16_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r16_v10_90000.hdf5,A2000,n65,r16,v10,s047z,90000,0.004,265,9.999856589574632e+19,1,1.7183189119505994e+16,0.0001718343554788,1.7183189119505994e+16,264,9.99813827066268e+19,0.999828165644521,5.924339566526646e+18
Ma_xp_A2000_s047z_n65_r17_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r17_v00_90000.hdf5,A2000,n65,r17,v00,s047z,90000,0.004,329,9.997492714386122e+19,125,2.3454641764215812e+19,0.2346052398764463,1.756577614794356e+18,204,7.652028537964542e+19,0.7653947601235538,4.135768942167755e+18
Ma_xp_A2000_s047z_n65_r18_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r18_v00_90000.hdf5,A2000,n65,r18,v00,s047z,90000,0.004,322,9.997964223626248e+19,121,2.164021724387621e+19,0.2164462360521163,2.709849049482535e+18,201,7.833942499238627e+19,0.7835537639478837,5.847189262525086e+18
Ma_xp_A2000_s047z_n65_r19_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,s047z,90000,0.004,292,9.998669905236415e+19,101,1.91438447943908e+19,0.1914639144589117,2.9650336481202094e+18,191,8.084285425797335e+19,0.8085360855410882,9.994445308968286e+18
Ma_xp_A2000_s047z_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s047z,90000,0.004,239,9.997935743239312e+19,79,1.5104308040275237e+19,0.1510742660102501,2.109639937088193e+18,160,8.487504939211787e+19,0.8489257339897498,2.8705577529180512e+19
Ma_xp_A2000_s047z_n65_r20_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,s047z,90000,0.004,272,9.993030781341735e+19,79,1.4763618879945077e+19,0.1477391514445311,2.0834063021342095e+18,193,8.51666889334723e+19,0.8522608485554691,2.953030731712916e+19
Ma_xp_A2000_s047z_n65_r20_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,s047z,90000,0.004,220,9.999033821809182e+19,46,9.20636033327237e+18,0.0920724991767915,2.1618224027566108e+18,174,9.078397788481946e+19,0.9079275008232084,2.9501035770285e+19
Ma_xp_A2000_s047z_n65_r20_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,s047z,90000,0.004,215,1.000050847490093e+20,11,3.081486937179809e+18,0.0308133025926997,1.8376835332347167e+18,204,9.69235978118295e+19,0.9691866974073003,3.397875966963829e+19
Ma_xp_A2000_s047z_n65_r20_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r20_v08_90000.hdf5,A2000,n65,r20,v08,s047z,90000,0.004,171,1.000039455322404e+20,0,0.0,0.0,0.0,171,1.000039455322404e+20,1.0,3.865749207229332e+19
Ma_xp_A2000_s047z_n65_r20_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r20_v10_90000.hdf5,A2000,n65,r20,v10,s047z,90000,0.004,142,9.999448370314812e+19,0,0.0,0.0,0.0,142,9.999448370314812e+19,1.0,5.067892079974599e+19
Ma_xp_A2000_s047z_n65_r22_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,s047z,90000,0.004,75,1.0004011567103412e+20,0,0.0,0.0,0.0,75,1.0004011567103412e+20,1.0,8.132809739364424e+19
Ma_xp_A2000_s047z_n65_r24_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,s047z,90000,0.004,225,9.962433312355916e+19,0,0.0,0.0,0.0,225,9.962433312355916e+19,1.0,9.425808328687691e+19
Ma_xp_A2000_s047z_n65_r26_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r26_v00_90000.hdf5,A2000,n65,r26,v00,s047z,90000,0.004,1,1.0007002011234022e+20,0,0.0,0.0,0.0,1,1.0007002011234022e+20,1.0,1.0007002011234022e+20
Ma_xp_A2000_s047z_n65_r28_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r28_v00_90000.hdf5,A2000,n65,r28,v00,s047z,90000,0.004,1,1.0007002011234022e+20,0,0.0,0.0,0.0,1,1.0007002011234022e+20,1.0,1.0007002011234022e+20
Ma_xp_A2000_s047z_n65_r30_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s047z_n65_r30_v00_90000.hdf5,A2000,n65,r30,v00,s047z,90000,0.004,1,1.0007002011234022e+20,0,0.0,0.0,0.0,1,1.0007002011234022e+20,1.0,1.0007002011234022e+20
Ma_xp_A2000_s086mz_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086mz,90000,0.004,204,9.989067223980528e+19,31,5.244675836427602e+18,0.0525041599863982,1.8987887735435704e+18,173,9.46459964033777e+19,0.947495840013602,3.754609552944561e+19
Ma_xp_A2000_s086mz_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086mz_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086mz,90000,0.004,2,1.000049626144054e+20,0,0.0,0.0,0.0,2,1.000049626144054e+20,1.0,7.1635871792097845e+19
Ma_xp_A2000_s086mz_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086mz_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086mz,90000,0.004,2,1.000049626144054e+20,0,0.0,0.0,0.0,2,1.000049626144054e+20,1.0,6.6561334918341894e+19
Ma_xp_A2000_s086x_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086x,90000,0.004,974,9.728982306173505e+19,315,1.7965725736527008e+19,0.1846619221943378,4.128716037606689e+18,659,7.932409732520804e+19,0.8153380778056624,8.33136978796327e+18
Ma_xp_A2000_s086x_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086x,90000,0.004,107,9.954862335071314e+19,48,1.2342506520143438e+19,0.1239847032003684,2.912886565109835e+18,59,8.720611683056971e+19,0.8760152967996316,2.9880418151329194e+19
Ma_xp_A2000_s086x_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086x,90000,0.004,111,9.969093289213036e+19,0,0.0,0.0,0.0,111,9.969093289213036e+19,1.0,3.10323348276132e+19
Ma_xp_A2000_s086x_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s086x,90000,0.004,20,9.995537564533298e+19,0,0.0,0.0,0.0,20,9.995537564533298e+19,1.0,8.509462273036277e+19
Ma_xp_A2000_s086y_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086y,90000,0.004,710,9.81320741759859e+19,243,1.9517089483153596e+19,0.1988859366016505,3.5417998647910743e+18,467,7.86149846928323e+19,0.8011140633983496,9.119859519984112e+18
Ma_xp_A2000_s086y_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086y,90000,0.004,645,9.850119350206053e+19,241,1.586223259385604e+19,0.1610359431180316,4.445908193075227e+18,404,8.263896090820447e+19,0.8389640568819684,1.9719042534577086e+19
Ma_xp_A2000_s086y_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086y,90000,0.004,634,9.832245271831368e+19,11,3.6706374362146857e+18,0.0373326471699275,1.3513081558495178e+18,623,9.465181528209898e+19,0.9626673528300724,3.6782778774045008e+19
Ma_xp_A2000_s086y_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s086y,90000,0.004,249,9.86874925051159e+19,0,0.0,0.0,0.0,249,9.86874925051159e+19,1.0,9.014537809854382e+19
Ma_xp_A2000_s086z_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086z,90000,0.004,337,9.989772446775134e+19,118,2.52111472267804e+19,0.2523695846036912,2.1434030629303247e+18,219,7.468657724097094e+19,0.7476304153963088,3.4965454306459617e+18
Ma_xp_A2000_s086z_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086z,90000,0.004,334,9.992270769828137e+19,103,2.0056885385615454e+19,0.2007239980543524,2.1583297525994324e+18,231,7.98658223126659e+19,0.7992760019456475,5.918875194575314e+18
Ma_xp_A2000_s086z_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086z,90000,0.004,266,9.992229658174482e+19,37,8.137955309175474e+18,0.0814428369599966,1.854894186126787e+18,229,9.178434127256938e+19,0.9185571630400036,7.352881006089574e+18
Ma_xp_A2000_s086z_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s086z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s086z,90000,0.004,85,9.997061857816456e+19,0,0.0,0.0,0.0,85,9.997061857816456e+19,1.0,7.1519051470829674e+19
Ma_xp_A2000_s170mz_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170mz,90000,0.004,275,9.975855858542331e+19,59,1.4614407265541183e+19,0.146497778965269,2.07468656150713e+18,216,8.514415131988215e+19,0.8535022210347312,1.3978439499963052e+19
Ma_xp_A2000_s170mz_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170mz_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170mz,90000,0.004,177,9.964081250505086e+19,6,6.721220325422648e+18,0.0674544913519442,6.684560845962776e+18,171,9.29195921796282e+19,0.932545508648056,5.9742921147368e+19
Ma_xp_A2000_s170mz_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170mz_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170mz,90000,0.004,77,9.981432141026112e+19,0,0.0,0.0,0.0,77,9.981432141026112e+19,1.0,6.855796295581421e+19
Ma_xp_A2000_s170x_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170x,90000,0.004,251,9.886486931138068e+19,59,2.170863226870417e+19,0.2195788293648734,3.4049425564783744e+18,192,7.715623704267651e+19,0.7804211706351267,7.953844011617172e+18
Ma_xp_A2000_s170x_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170x,90000,0.004,117,9.955145305106928e+19,24,1.3169499616883851e+19,0.132288371623546,3.1045305947380905e+18,93,8.638195343418542e+19,0.8677116283764538,2.399740261239269e+19
Ma_xp_A2000_s170x_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170x,90000,0.004,132,9.960033235768082e+19,0,0.0,0.0,0.0,132,9.960033235768082e+19,1.0,3.464238712030334e+19
Ma_xp_A2000_s170x_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s170x,90000,0.004,10,9.982935147993652e+19,0,0.0,0.0,0.0,10,9.982935147993652e+19,1.0,8.58064848588708e+19
Ma_xp_A2000_s170y_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170y,90000,0.004,231,9.899837170514896e+19,66,1.8652728373684113e+19,0.1884144966468572,3.433202878714821e+18,165,8.034564333146482e+19,0.8115855033531426,9.61438265529594e+18
Ma_xp_A2000_s170y_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170y,90000,0.004,120,9.954270656009188e+19,44,1.2386199266354498e+19,0.1244310074980451,2.9203806514051773e+18,76,8.71565072937374e+19,0.8755689925019551,2.163679737157281e+19
Ma_xp_A2000_s170y_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170y,90000,0.004,67,9.963500256279455e+19,3,4546912181069435.0,4.563569091297771e-05,1547213172725016.2,64,9.96304556506135e+19,0.9999543643090868,3.0679342669125415e+19
Ma_xp_A2000_s170y_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s170y,90000,0.004,21,9.97216464974614e+19,0,0.0,0.0,0.0,21,9.97216464974614e+19,1.0,8.86844592388416e+19
Ma_xp_A2000_s170z_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s170z,90000,0.004,323,9.974801227526572e+19,99,2.3374033582366e+19,0.2343308207271615,2.9668917739239327e+18,224,7.637397869289973e+19,0.7656691792728385,5.566683540781856e+18
Ma_xp_A2000_s170z_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s170z,90000,0.004,270,9.977396756560622e+19,82,1.7830779269627402e+19,0.1787117391909147,1.71023891988359e+18,188,8.194318829597881e+19,0.8212882608090852,1.252794293842601e+19
Ma_xp_A2000_s170z_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s170z,90000,0.004,229,9.977734617393285e+19,20,5.515215020962289e+18,0.0552752226076259,2.0144399751080904e+18,209,9.426213115297051e+19,0.944724777392374,1.6916723618077633e+19
Ma_xp_A2000_s170z_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s170z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s170z,90000,0.004,8,9.980093327885638e+19,0,0.0,0.0,0.0,8,9.980093327885638e+19,1.0,8.500982795386598e+19
Ma_xp_A2000c30_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r12_v00_90000.hdf5,A2000c30,n65,r12,v00,,90000,0.004,220,9.989343606934811e+19,102,1.6140753398481795e+19,0.1615797196852508,1.8614501713851963e+18,118,8.375268267086635e+19,0.8384202803147495,2.958844601101288e+19
Ma_xp_A2000c30_n65_r12_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r12_v02_90000.hdf5,A2000c30,n65,r12,v02,,90000,0.004,201,9.982236519051275e+19,94,1.5689772385815538e+19,0.1571769247890623,2.707888072600251e+18,107,8.413259280469724e+19,0.8428230752109378,2.875154887483925e+19
Ma_xp_A2000c30_n65_r12_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r12_v04_90000.hdf5,A2000c30,n65,r12,v04,,90000,0.004,212,9.98912776665291e+19,84,1.4759907533025427e+19,0.1477597231491922,2.250369289821423e+18,128,8.513137013350367e+19,0.8522402768508078,3.3638109734158504e+19
Ma_xp_A2000c30_n65_r12_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r12_v06_90000.hdf5,A2000c30,n65,r12,v06,,90000,0.004,294,9.96730600381809e+19,42,1.220880081823372e+19,0.1224884719457494,2.4505689486331807e+18,252,8.746425921994716e+19,0.8775115280542504,3.7520575461010194e+19
