dataset,feature_set,target,model,importance_type,rank,feature,importance
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,8,timestep,1.1614281617985936e+17
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,9,has_explicit_spin,4.740544222148352e+16
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,1,num__mass_log10_kg,0.42275122165504736
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,2,num__periapsis_Rm,0.19516708757557394
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,3,num__fof_linking_length,0.16375334987533813
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,4,cat__spin_axis_z,0.08519619808813642
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,5,num__particle_log10,0.05041264672399509
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,6,cat__spin_axis_mz,0.045089722582259566
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,7,num__spin_period_hr,0.020171524149096377
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,8,num__v_inf_kms,0.009039620466985369
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,9,num__timestep,0.004839968168803011
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,10,num__has_explicit_spin,0.0012840836176904807
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,11,cat__spin_axis_none,0.0010438736232324301
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,12,cat__spin_axis_y,0.0008808627713936862
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,13,cat__spin_axis_x,0.00036984070244815777
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,1,periapsis_Rm,1.572993123916395e+19
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,2,fof_linking_length,1.0117586778972686e+19
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,3,spin_axis,5.485428666858646e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,4,mass_log10_kg,3.7853719543383204e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,5,spin_period_hr,9.636659237869069e+17
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,6,particle_log10,7.408074658892609e+17
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,7,v_inf_kms,4.8718060839115635e+17
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,8,has_explicit_spin,1.433462833502888e+17
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,9,timestep,-3.89722024254167e+16
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,1,cat__spin_axis_mz,2.9739327813141295e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,2,cat__spin_axis_z,2.304741851968954e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,3,num__periapsis_Rm,1.500283276092974e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,4,num__particle_log10,1.4628259114277345e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,5,num__fof_linking_length,1.3834107541699031e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,6,cat__spin_axis_y,5.91810741755564e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,7,num__mass_log10_kg,4.341814212714158e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,8,num__timestep,4.246761074758282e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,9,num__has_explicit_spin,1.5427156449391055e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,10,cat__spin_axis_x,1.5404809637169518e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,11,num__spin_period_hr,1.3548021498641628e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,12,num__v_inf_kms,8.869116722201801e+17
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,13,cat__spin_axis_none,7.666790878139889e+17
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,1,periapsis_Rm,9.344027250173948e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,2,particle_log10,3.9431122993777475e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,3,fof_linking_length,3.774781815002027e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,4,spin_axis,2.8669431587528264e+18
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,5,timestep,9.355888510772237e+17
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,6,mass_log10_kg,1.0191141085855334e+17
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,7,v_inf_kms,3.5991554757504204e+16
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,8,spin_period_hr,-7193107081623552.0
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,9,has_explicit_spin,-2.51700455659862e+17
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,1,num__periapsis_Rm,0.4235248116129316
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,2,cat__spin_axis_z,0.14818777879955303
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,3,cat__spin_axis_mz,0.09607987535646702
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,4,num__spin_period_hr,0.08735712093156088
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,5,num__fof_linking_length,0.08364924032653509
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,6,num__mass_log10_kg,0.07727118784365276
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,7,num__particle_log10,0.049005363180047265
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,8,num__v_inf_kms,0.021090093154170802
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,9,num__timestep,0.0076289588146838646
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,10,cat__spin_axis_none,0.004475457989896358
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,11,num__has_explicit_spin,0.00108560524923062
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,12,cat__spin_axis_y,0.0006162530847365833
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,13,cat__spin_axis_x,2.8253656533986734e-05
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,1,periapsis_Rm,766305.925695943
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,2,spin_axis,284746.79152822314
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,3,fof_linking_length,167301.1205325792
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,4,particle_log10,124362.20232256483
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,5,mass_log10_kg,118930.25930089076
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,6,spin_period_hr,82104.43819409977
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,7,v_inf_kms,22448.322944781776
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,8,timestep,11922.921353385836
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,9,has_explicit_spin,926.259110264026
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,1,num__periapsis_Rm,0.41781226664603344
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,2,cat__spin_axis_z,0.13113564496292948
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,3,cat__spin_axis_mz,0.10436369786550981
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,4,num__mass_log10_kg,0.08942764070949447
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,5,num__fof_linking_length,0.08664302981890315
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,6,num__spin_period_hr,0.08129812358255584
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,7,num__particle_log10,0.03744591950729639
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,8,num__v_inf_kms,0.035253884973133816
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,9,num__timestep,0.010885001456669992
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,10,num__has_explicit_spin,0.0019364915712831196
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,11,cat__spin_axis_none,0.001866926593816609
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,12,cat__spin_axis_y,0.0013056267622403904
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,13,cat__spin_axis_x,0.0006257455501333584
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,1,periapsis_Rm,710380.2967372213
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,2,spin_axis,308113.504344446
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,3,fof_linking_length,130205.24626560384
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,4,particle_log10,77856.34301204911
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,5,mass_log10_kg,71513.04952746662
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,6,spin_period_hr,69302.30458756056
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,7,v_inf_kms,23766.016354104093
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,8,has_explicit_spin,5698.366432927762
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,9,timestep,-1832.9946583183978
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,1,cat__spin_axis_mz,1312842.9797090811
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,2,cat__spin_axis_z,935632.2088160532
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,3,num__periapsis_Rm,656894.3556146775
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,4,num__particle_log10,433384.1161096265
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,5,num__fof_linking_length,329945.04217511555
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,6,cat__spin_axis_y,242968.4586415026
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,7,num__mass_log10_kg,187222.05386082683
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,8,num__v_inf_kms,151052.14202922978
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,9,num__timestep,136027.0862160099
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,10,cat__spin_axis_x,125393.33416036457
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,11,num__spin_period_hr,61046.12543530342
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,12,num__has_explicit_spin,17805.95970217751
full,with_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,13,cat__spin_axis_none,8848.978091148418
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,1,periapsis_Rm,526257.5368706791
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,2,spin_axis,221791.45193348554
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,3,particle_log10,184879.70077397418
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,4,fof_linking_length,81319.05342571616
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,5,mass_log10_kg,55210.05245772691
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,6,timestep,14899.688079241965
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,7,v_inf_kms,8103.14079103996
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,8,has_explicit_spin,-162.29023861063177
full,with_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,9,spin_period_hr,-3792.3168256226927
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,1,num__periapsis_Rm,0.2851058553104036
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,2,cat__spin_axis_y,0.1844085113759495
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,3,num__spin_period_hr,0.17330081363500452
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,4,num__mass_log10_kg,0.1537464014771085
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,5,cat__spin_axis_x,0.06600394821910595
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,6,num__v_inf_kms,0.05452662190157084
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,7,num__particle_log10,0.028108035804529377
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,8,cat__spin_axis_z,0.023734085377749993
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,9,cat__spin_axis_mz,0.012780450689933661
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,10,num__timestep,0.012653711583623134
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,11,cat__spin_axis_none,0.0028855902669903
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,12,num__has_explicit_spin,0.0027459743580308016
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,1,periapsis_Rm,98.8032347831102
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,2,spin_axis,79.7570020922068
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,3,mass_log10_kg,78.86279532874343
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,4,spin_period_hr,38.81230581722424
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,5,particle_log10,26.91769821097547
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,6,v_inf_kms,9.873127933848462
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,7,timestep,4.292764186334296
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,8,has_explicit_spin,-0.3108699703621539
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,1,num__periapsis_Rm,0.29324213217269945
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,2,num__spin_period_hr,0.18993390967375873
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,3,cat__spin_axis_y,0.1593018975223492
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,4,num__mass_log10_kg,0.12991640161542195
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,5,cat__spin_axis_x,0.05985284990405736
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,6,num__v_inf_kms,0.0536788752357985
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,7,num__particle_log10,0.03529479468084641
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,8,num__timestep,0.02629933657412111
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,9,num__has_explicit_spin,0.016998278071575217
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,10,cat__spin_axis_none,0.01575821316019825
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,11,cat__spin_axis_z,0.01499673311485804
full,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,12,cat__spin_axis_mz,0.004726578274315952
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,1,periapsis_Rm,64.12096786029402
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,2,spin_axis,61.295875813557906
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,3,mass_log10_kg,44.82562822149969
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,4,spin_period_hr,32.02213980071658
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,5,particle_log10,14.670615897497616
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,6,timestep,1.3927180342176626
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,7,v_inf_kms,-5.998592129392665
full,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,8,has_explicit_spin,-7.39016599069158
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,1,cat__spin_axis_y,722.0925761920528
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,2,cat__spin_axis_mz,494.18018864456076
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,3,cat__spin_axis_z,316.9229362297475
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,4,num__periapsis_Rm,205.95852889268446
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,5,num__spin_period_hr,157.61527799048235
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,6,num__particle_log10,155.67613591301327
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,7,cat__spin_axis_x,141.31466586014508
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,8,num__v_inf_kms,130.83244457153637
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,9,num__has_explicit_spin,105.24661640871491
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,10,num__mass_log10_kg,103.52189169233623
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,11,cat__spin_axis_none,52.30411717789732
full,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,12,num__timestep,15.907814079067276
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,1,periapsis_Rm,90.32468943232354
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,2,spin_axis,42.32008442297848
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,3,particle_log10,39.40865513646959
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,4,has_explicit_spin,38.24630401956141
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,5,spin_period_hr,32.00341182525204
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,6,v_inf_kms,15.107827687058432
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,7,mass_log10_kg,10.94595345002997
full,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,8,timestep,4.36108332782149
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,1,num__mass_log10_kg,0.5511562655248821
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,2,num__periapsis_Rm,0.27916032563646137
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,3,cat__spin_axis_z,0.07963065113998968
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,4,cat__spin_axis_mz,0.03857502890439223
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,5,num__particle_log10,0.027215161858996098
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,6,num__spin_period_hr,0.01552833925326473
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,7,num__v_inf_kms,0.004270428875439137
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,8,num__has_explicit_spin,0.0015228236663719266
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,9,cat__spin_axis_none,0.0014868044200257071
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,10,num__timestep,0.0012933548106760474
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,11,cat__spin_axis_y,0.00016081590950106593
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,12,cat__spin_axis_x,0.0
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,1,periapsis_Rm,1.8086431980011133e+19
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,2,mass_log10_kg,1.315136223614598e+19
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,3,spin_axis,4.69010044371163e+18
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,4,particle_log10,1.9365856855297605e+18
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,5,spin_period_hr,5.5237092639161056e+17
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,6,v_inf_kms,4.846992526809942e+17
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,7,has_explicit_spin,1.7074752818309408e+17
full,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,8,timestep,8.570634970564445e+16
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,1,num__mass_log10_kg,0.5644633068890991
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,2,num__periapsis_Rm,0.214427963734766
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,3,cat__spin_axis_z,0.09237176720534301
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,4,cat__spin_axis_mz,0.048432303334358544
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,5,num__particle_log10,0.035188705565575885
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,6,num__spin_period_hr,0.02126730398994863
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,7,num__v_inf_kms,0.014367398885134296
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,8,num__timestep,0.0063175748617982285
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,9,cat__spin_axis_y,0.0010702129226245532
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,10,cat__spin_axis_none,0.0008761151450541586
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,11,num__has_explicit_spin,0.0008760516036762501
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,12,cat__spin_axis_x,0.00034129586262139085
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,1,periapsis_Rm,1.1662639620327053e+19
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,2,mass_log10_kg,1.023156835743987e+19
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,3,spin_axis,4.3531303923563013e+18
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,4,spin_period_hr,8.597483549180154e+17
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,5,v_inf_kms,4.1176736987860954e+17
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,6,particle_log10,1.900615457686315e+17
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,7,has_explicit_spin,7.661716600160768e+16
full,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,8,timestep,1.1799300325674188e+16
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,1,cat__spin_axis_mz,2.9916212012006597e+19
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,2,cat__spin_axis_z,2.2689843247339176e+19
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,3,num__periapsis_Rm,1.518197729792565e+19
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,4,num__mass_log10_kg,1.4669329041128784e+19
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,5,cat__spin_axis_y,6.300515583244417e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,6,num__particle_log10,5.584905132905166e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,7,num__timestep,3.2757665026502364e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,8,cat__spin_axis_x,1.778093375703866e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,9,num__has_explicit_spin,1.7148821480251292e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,10,num__spin_period_hr,1.3644574506732442e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,11,num__v_inf_kms,9.912321209858239e+17
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,12,cat__spin_axis_none,8.522401942771841e+17
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,1,periapsis_Rm,9.70546500552924e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,2,mass_log10_kg,6.308237635617593e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,3,spin_axis,2.7675868121694305e+18
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,4,timestep,5.291357505005269e+17
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,5,particle_log10,4.391681247698743e+17
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,6,v_inf_kms,5.141861105004503e+16
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,7,spin_period_hr,-5315881948454502.0
full,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,8,has_explicit_spin,-3.291235618567545e+17
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,1,num__periapsis_Rm,0.46743331764034984
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,2,cat__spin_axis_z,0.1580408728941916
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,3,cat__spin_axis_mz,0.10713879204416861
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,4,num__spin_period_hr,0.09852039697534173
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,5,num__mass_log10_kg,0.06533183954026134
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,6,num__particle_log10,0.06013629520067406
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,7,num__v_inf_kms,0.02981775667843302
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,8,num__timestep,0.009677788859807863
